Facility Permit #,Establishment Name,Facility Name,Facility Street No.,Facility Street Name,Facility Unit No,Facility City,Facility State,Facility Zip,Business Status,Facility Type,Permit Type,Web Site,Operational Status,Location 1
101779,Chouteau 66 Cafe,Chouteau 66 Cafe,3725,NE Chouteau Trafficway,,Kansas City,MISSOURI,64117,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"3725 Chouteau Trafficway
Kansas City, MO 64117
(39.16966345600048, -94.52730779199965)"
101734,Argento,Argento,21,E. 3rd Street,,Kansas City,MISSOURI,64106,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"21 3rd Street
Kansas City, MO 64106
(39.109900825000466, -94.5830131729997)"
101962,Clarion - Quincey's,Clarion - Quincey's,9103,E 39th Street,,Kansas City,MISSOURI,64133,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"9103 39th Street
Kansas City, MO 64133
(39.05242263600047, -94.47237165599967)"
101964,Clarion - Paddy O'Quigley's,Clarion - Paddy O'Quigley's,9103,E 39th Street,,Kansas City,MISSOURI,64133,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"9103 39th Street
Kansas City, MO 64133
(39.05242263600047, -94.47237165599967)"
101963,Clarion - The Pantry,Clarion - The Pantry,9103,E 39th Street,,Kansas City,MISSOURI,64133,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"9103 39th Street
Kansas City, MO 64133
(39.05242263600047, -94.47237165599967)"
101917,Deke's Meats,Deke's Meats,5200,Raytown Road,,Kansas City,MISSOURI,64133,Closed,Retail Grocery/Market Under 3000 sq. ft.,,,Operational,"5200 Raytown Road
Kansas City, MO 64133
(39.02859942300046, -94.47007271699965)"
101756,Front Street Valero Deli,Front Street Valero Deli,5101,E. Front Street,,Kansas City,MISSOURI,64120,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"5101 Front Street
Kansas City, MO 64120
(39.1306730230005, -94.5216620439997)"
101757,Front St. Valero Market,Front St. Valero Market,5101,E. Front Street.,,Kansas City,MISSOURI,64120,Closed,Retail Grocery/Market Under 3000 sq. ft.,,,Operational,"5101 Front Street
Kansas City, MO 64120
(39.1306730230005, -94.5216620439997)"
101795,Tarantino's Pizza and Sandwiches,Tarantino's Pizza and Sandwiches,601,McGee,,Kansas City,MISSOURI,64106,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"601 McGee
Kansas City, MO 64106
(39.10601480000048, -94.57941622299967)"
101910,Super Suppers,Super Suppers,9203,NE Hwy 152,,Kansas City,MISSOURI,64158,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"9203 NE Hwy
Kansas City, MO 64158
(39.23017200300046, -94.47641908799966)"
101977,7-Eleven,7-Eleven,3201,Independence Ave,,Kansas City,MISSOURI,64124,Closed,Retail Grocery/Market Under 3000 sq. ft.,,,Cease & Desist,"3201 Independence Ave
Kansas City, MO 64124
(39.106032566000465, -94.54360204599965)"
101976,7-Eleven,7-Eleven,3201,Independence Ave,,Kansas City,MISSOURI,64124,Closed,Restaurant/Deli 0-5 Employees,,,Cease & Desist,"3201 Independence Ave
Kansas City, MO 64124
(39.106032566000465, -94.54360204599965)"
65101,The Rolling Cuisine 2,The Rolling Cuisine 2,1501,Metropolitan,,Kansas City,MISSOURI,64126,Closed,Mobile Unit/Pushcart,,,Operational,"1501 Metropolitan
Kansas City, MO 64126
(39.092413604000456, -94.50101616399968)"
101736,Hong's Buffet,Hong's Buffet,6151,NW Barry Rd,,Kansas City,MISSOURI,64154,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"6151 Barry Rd
Kansas City, MO 64154
(39.246762926000486, -94.6499217549997)"
101769,Zaki's Market,Zaki's Market,1610,W 39th St,,Kansas City,MISSOURI,64111,Closed,Retail Grocery/Market Under 3000 sq. ft.,,,Operational,"1610 39th St
Kansas City, MO 64111
(39.05726805600045, -94.60420946799968)"
101761,Embassy,Embassy,3945,Main St.,,Kansas City,MISSOURI,64111,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"3945 Main St
Kansas City, MO 64111
(39.05502107800049, -94.58610825399967)"
101803,Cristo Rey Kansas City,Cristo Rey Kansas City,211,W Linwood Blvd,,Kansas City,MISSOURI,64111,Open,Restaurant/Deli 0-5 Employees,Restaurant/Deli,,Operational,"211 Linwood Blvd
Kansas City, MO 64111
(39.06750142800047, -94.58900808399966)"
101979,Tower Tavern,Tower Tavern,401,E 31 St,,Kansas City,MISSOURI,64108,Open,Restaurant/Deli 10-20 Employees,Restaurant/Deli,,Operational,"401 31 St
Kansas City, MO 64108
(39.07078335300048, -94.57968152999968)"
101973,New China Star,New China Star,502,NE Englewood Rd,,Kansas City,MISSOURI,64118,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"502 Englewood Rd
Kansas City, MO 64118
(39.195995462000496, -94.58654675299965)"
101813,Taco Bueno #3181,Taco Bueno #3181,6901,NW 83rd Street,,Kansas City,MISSOURI,64152,Open,Restaurant/Deli 10-20 Employees,Restaurant/Deli,http://www.tacobueno.com,Operational,"6901 83rd Street
Kansas City, MO 64152
(39.24416314700045, -94.6605411709997)"
101947,Marko's Pizza/Deli & More,Marko's Pizza/Deli & More,10028,NW Ambassador Drive,,Kansas City,MISSOURI,64153,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"10028 Ambassador Drive
Kansas City, MO 64153
(39.27586547900046, -94.6690283699997)"
101928,Haagen Dazs,Haagen Dazs,6209,NW 63rd Terrace,,Kansas City,MISSOURI,64151,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"6209 63rd Terrace
Kansas City, MO 64151
(39.209841189000485, -94.6529109499997)"
101909,Likety Split Juice & Smoothie,Likety Split Juice & Smoothie,6501,NW Cosby Ave.,,Kansas City,MISSOURI,64151,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"6501 Cosby Ave
Kansas City, MO 64151
(39.21286579600047, -94.64623349199968)"
101766,Radisson Hotel,Radisson Hotel,11828,NW Plaza Circle,,Kansas City,MISSOURI,64153,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"11828 Plaza Circle
Kansas City, MO 64153
(39.30857489300047, -94.68400077199965)"
100417,KCI Bud Stadium Club (Gate 76),KCI Bud Stadium Club (Gate 76),KCI ,Terminal C Gate 77,,Kansas City,MISSOURI,64153,Open,Restaurant/Deli 10-20 Employees,Restaurant/Deli,,Operational,"77 Kansas
City, MO 64153
(39.2630028640005, -94.6872691699997)"
101921,KCI Fresh Deli Attractions (Gate 78),KCI Fresh Deli Attractions (Gate 78),KCI,Terminal C Gate 78,,Kansas City,MISSOURI,64153,Closed,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,,Operational,"78 Kansas
City, MO 64153
(39.2630028640005, -94.6872691699997)"
101920,Frontier Kiosk,Frontier Kiosk,64,NW Amsterdam Circle,Terminal C (Gate 85),Kansas City,MISSOURI,64153,Closed,Retail Bakery Under 3000 sq. ft.,,,Operational,"64 Amsterdam Circle
Kansas City, MO 64153
(39.29783780000048, -94.72087076899965)"
101981,Aces Deli and Catering,Aces Deli and Catering,1775,Universal Ave.,2019 (2nd Floor),Kansas City,MISSOURI,64120,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"1775 Universal Ave
Floor)Kansas City, MO 64120
(39.140098554000474, -94.50572581299969)"
101982,Subway,Subway,11601,E 40 Hwy,,Kansas City,MISSOURI,64133,Open,Restaurant/Deli 6-9 Employees,Restaurant/Deli,,Operational,"11601 40 Hwy
Kansas City, MO 64133
(39.01552004100046, -94.45947791099968)"
,Souperman,Souperman,1724,Main,,Kansas City,MISSOURI,64108,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"1724 Main
Kansas City, MO 64108
(39.09298678500045, -94.58355332099967)"
101986,Avenue Plaza Hall,Avenue Plaza Hall,6000,Independece Ave.,,Kansas City,MISSOURI,64125,Closed,Bar/Tavern 0-5 Employees,,,Operational,"6000 Independece Ave
Kansas City, MO 64125
(39.10492751200047, -94.51084956899967)"
101985,Sheraton - Breakaway Cafeteria,Sheraton - Breakaway Cafeteria,9103,E 39th Street,,Kansas City,MISSOURI,64133,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"9103 39th Street
Kansas City, MO 64133
(39.05242263600047, -94.47237165599967)"
101987,Golden Seafood,Golden Seafood,2641,Van Brunt,,Kansas City,MISSOURI,64127,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"2641 Van
Brunt Kansas City, MO 64127
(39.08962411000044, -94.53924786699969)"
101989,Quik Shop 66 Cafe,Quik Shop 66 Cafe,3725,Chouteau Trfwy,,Kansas City,MISSOURI,64117,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"3725 Chouteau
Trfwy Kansas City, MO 64117
(39.16966345600048, -94.52730779199965)"
101988,Quik Shop 66 Market,Quik Shop 66 Market,3725 NE,Chouteau Trfwy.,,Kansas City,MISSOURI,64117,Closed,Retail Grocery/Market Under 3000 sq. ft.,,,Operational,"3725 Chouteau
Trfwy Kansas City, MO 64117
(39.16966345600048, -94.52730779199965)"
101934,Shell ,Shell ,8401,North Oak Trafficway,,Kansas City,MISSOURI,64155,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"8401 Oak Trafficway
Kansas City, MO 64155
(39.27609002000048, -94.57066660199968)"
101935,Shell,Shell,8401,North Oak Trafficway,,Kansas City,MISSOURI,64155,Closed,Retail Grocery/Market Under 3000 sq. ft.,,,Operational,"8401 Oak Trafficway
Kansas City, MO 64155
(39.27609002000048, -94.57066660199968)"
101936,Shell,Shell,600,NW 68th St,,Kansas City,MISSOURI,64118,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"600 68th St
Kansas City, MO 64118
(39.21741799500046, -94.58788001399967)"
101937,Shell,Shell,600,NW 68th Street,,Kansas City,MISSOURI,64118,Closed,Retail Grocery/Market Under 3000 sq. ft.,,,Operational,"600 68th Street
Kansas City, MO 64118
(39.21741799500046, -94.58788001399967)"
101944,Shell,Shell,1901,Russell Rd,,Kansas City,MISSOURI,64116,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"1901 Russell Rd
Kansas City, MO 64116
(39.16667433600048, -94.55683190099967)"
101945,Shell,Shell,1901,Russell Rd,,Kansas City,MISSOURI,64116,Closed,Retail Grocery/Market Under 3000 sq. ft.,,,Operational,"1901 Russell Rd
Kansas City, MO 64116
(39.16667433600048, -94.55683190099967)"
101983,Elena's,Elena's,2934,Southwest Blvd,,Kansas City,MISSOURI,64108,Closed,Bar/Tavern 0-5 Employees,,,Operational,"2934 Southwest Blvd
Kansas City, MO 64108
(39.074455024000486, -94.60458729499965)"
101966,Souperman,Souperman,1724,Main,,Kansas City,MISSOURI,64108,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"1724 Main
Kansas City, MO 64108
(39.09298678500045, -94.58355332099967)"
101768,A Cup Above,A Cup Above,420,NE Barry Rd,,Kansas City,MISSOURI,64155,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"420 Barry Rd
Kansas City, MO 64155
(39.24640760300048, -94.57484084899966)"
101993,Our Lady of Angels School,Our Lady of Angels School,4232,Mercier,,Kansas City,MISSOURI,64111,Open,Restaurant/Deli 0-5 Employees,Restaurant/Deli,,Operational,"4232 Mercier
Kansas City, MO 64111
(39.05138719600046, -94.60206140599968)"
101994,Dean's Food Mart,Dean's Food Mart,3901,Troost,,Kansas City ,MISSOURI,64110,Open,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,,Operational,"3901 Troost
Kansas City, MO 64110
(39.05592730400048, -94.5720859119997)"
101996,Planet Sub,Planet Sub,8626,N Boardwalk Ave,,Kansas City,MISSOURI,64154,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"8626 Boardwalk Ave
Kansas City, MO 64154
(39.25255073700049, -94.65248015599968)"
100631,CONOCO EVERYDAY,CONOCO EVERYDAY,14808,E 40 Highway,,Kansas city,MISSOURI,64136,Closed,Retail Grocery/Market Under 3000 sq. ft.,,,Operational,"14808 40 Highway
Kansas city, MO 64136
(39.02665194500048, -94.39905626399968)"
100632,CONOCO EVERYDAY,CONOCO EVERYDAY,14808,E 40 Highway,,Kansas City,MISSOURI,64136,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"14808 40 Highway
Kansas City, MO 64136
(39.02665194500048, -94.39905626399968)"
101787,Poco's Latin Cuisine,Poco's Latin Cuisine,3063,Southwest Blvd,,Kansas City,MISSOURI,64108,Open,Restaurant/Deli 6-9 Employees,Restaurant/Deli,,Operational,"3063 Southwest Blvd
Kansas City, MO 64108
(39.07247705900045, -94.6072332659997)"
101965,Mi Rancho Restaurant,Mi Rancho Restaurant,802,Southwest Blvd,,Kansas City,MISSOURI,64108,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"802 Southwest Blvd
Kansas City, MO 64108
(39.084675294000476, -94.5939347159997)"
101968,Taqueria & Marisqueria Silva's,Taqueria & Marisqueria Silva's,904,Southwest Blvd,,Kansas City,MISSOURI,64108,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"904 Southwest Blvd
Kansas City, MO 64108
(39.084096117000456, -94.59497462699966)"
101958,Grab & Go #11 (deli),Grab & Go #11 (deli),5501,E Bannister Rd,,Kansas City,MISSOURI,64137,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"5501 Bannister Rd
Kansas City, MO 64137
(38.95309227200045, -94.52612487299967)"
101959,Grab & Go #11 (retail),Grab & Go #11 (retail),5501,E Bannister Rd,,Kansas City,MISSOURI,64137,Closed,Retail Grocery/Market Under 3000 sq. ft.,,,Operational,"5501 Bannister Rd
Kansas City, MO 64137
(38.95309227200045, -94.52612487299967)"
101991,Linda's Winged Cup,Linda's Winged Cup,7019,Oak,,Kansas City,MISSOURI,64113,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"7019 Oak
Kansas City, MO 64113
(38.99994120600047, -94.58446053799969)"
101995,Paddy O' Quigley's,Paddy O' Quigley's,6312,N. Chatham,,Kansas City,MISSOURI,64151,Closed,Restaurant/Deli 0-5 Employees,,http://www.oquigleys-nkc.com,Operational,"6312 Chatham
Kansas City, MO 64151
(39.21624191500047, -94.6344165219997)"
101948,La Jarochita Express,La Jarochita Express,109,S Hardesty,,Kansas CIty,MISSOURI,64124,Open,Restaurant/Deli 0-5 Employees,Restaurant/Deli,,Operational,"109 Hardesty
Kansas CIty, MO 64124
(39.10120027300047, -94.51897799999966)"
102000,Em Chamas Brazillian Grill,Em Chamas Brazillian Grill,6101,NW 63rd Terrace,,Kansas City,MISSOURI,64151,Open,Restaurant/Deli 41-60 Employees,Restaurant/Deli,,Operational,"6101 63rd Terrace
Kansas City, MO 64151
(39.20935335000047, -94.6513489679997)"
102001,Royals Stadium Club,Royals Stadium Club,One,Royal Way,,Kansas City,MISSOURI,64129,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"One Royal Way
Kansas City, MO 64129
(39.03902217600046, -94.49601940699966)"
101951,Ms. Elle's,Ms. Elle's,2912,Brooklyn Ave.,B,Kansas City,MISSOURI,64109,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"2912 Brooklyn Ave
BKansas City, MO 64109
(39.07322205300045, -94.55736606999966)"
102002,Fairfield Inn @ Union Hill,Fairfield Inn @ Union Hill,3001,Main,,Kansas City,MISSOURI,64108,Open,Restaurant/Deli 0-5 Employees,Restaurant/Deli,,Operational,"3001 Main
Kansas City, MO 64108
(39.07270091300046, -94.58521509199966)"
101992,KoKoRo  Maki House ,KoKoRo  Maki House ,340,W 75th St,,Kansas City,MISSOURI,64114,Open,Restaurant/Deli 0-5 Employees,,,Operational,"340 75th St
Kansas City, MO 64114
(38.99235884000046, -94.59395382099967)"
102004,Fresh Meat & Seafood,Fresh Meat & Seafood,405,Main St.,,Kansas City,MISSOURI,64105,Closed,Retail Grocery/Market Under 3000 sq. ft.,,,Operational,"405 Main St
Kansas City, MO 64105
(39.19118095400046, -94.68368571799965)"
102005,KC Cafe,KC Cafe,1100,Grand Blvd,,Kansas City,MISSOURI,64106,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"1100 Grand Blvd
Kansas City, MO 64106
(39.10071338300048, -94.5808955499997)"
102003,Phillips 66,Phillips 66,7501,Troost,,Kansas City,MISSOURI,64131,Open,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,,Operational,"7501 Troost
Kansas City, MO 64131
(38.99140896200049, -94.57562492799968)"
101760,Santa Fe Inn,Santa Fe Inn,6600,Blue Ridge Blvd.,,Kansas City,MISSOURI,64133,Closed,Bar/Tavern 0-5 Employees,,,Operational,"6600 Blue Ridge Blvd
Kansas City, MO 64133
(39.00393290900047, -94.48222594299966)"
102006,Phillip 66 #2706331,Phillip 66 #2706331,7900,Wornall,,Kansas City ,MISSOURI,64114,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"7900 Wornall
Kansas City, MO 64114
(38.98479166600049, -94.59460627499965)"
102007,Zoe's Cafe ,Zoe's Cafe ,8880,Ward Parkway,,Kansas City ,MISSOURI,64114,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"8880 Ward Parkway
Kansas City, MO 64114
(38.96798371000045, -94.60513567599969)"
321321212,Pauls test,Pauls test,987,kjhkj,,kjhkjh,MISSOURI,56421,Closed,Bar/Tavern 0-5 Employees,,,Operational,"987 kjhkj
kjhkjh, MO 56421
(39.52368635500045, -99.11415045099966)"
102008,Cerner South,Cerner South,10234,Marion Park Dr,,Kansas City,MISSOURI,64137,Open,Restaurant/Deli 6-9 Employees,Restaurant/Deli,,Operational,"10234 Marion Park Dr
Kansas City, MO 64137
(38.9447519040005, -94.53397162699969)"
102009,Jimmy John's Gourmet Sandwiches,Jimmy John's Gourmet Sandwiches,1103,Grand Blvd,150,Kansas City,MISSOURI,64106,Open,Restaurant/Deli 10-20 Employees,Restaurant/Deli,,Operational,"1103 Grand Blvd
City, MO 64106
(39.100908811000465, -94.58081501099969)"
102013,Blue Parkway Sunfresh (Deli),Blue Parkway Sunfresh (Deli),4209,E 50th Terr,,Kansas City,MISSOURI,64130,Open,Restaurant/Deli 6-9 Employees,Restaurant/Deli,,Operational,"4209 50th Terr
Kansas City, MO 64130
(39.03390792300047, -94.53619486699967)"
102015,Blue Parkway Sunfresh (Bakery),Blue Parkway Sunfresh (Bakery),4209,E 50th Terr,,Kansas City,MISSOURI,64130,Open,Restaurant/Deli 0-5 Employees,Restaurant/Deli,,Operational,"4209 50th Terr
Kansas City, MO 64130
(39.03390792300047, -94.53619486699967)"
102016,Days Inn,Days Inn,6101,E 87th Street,,Kansas City,MISSOURI,64138,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"6101 87th Street
Kansas City, MO 64138
(38.967232794000495, -94.51712101799967)"
102014,Blue Parkway Sunfresh (Market),Blue Parkway Sunfresh (Market),4209,E 50th Terr,,Kansas City,MISSOURI,64130,Open,Retail Grocery/Market 3001-30000 sq. ft.,Retail Grocery/Market,,Operational,"4209 50th Terr
Kansas City, MO 64130
(39.03390792300047, -94.53619486699967)"
102011,Super 8 Motel,Super 8 Motel,6900,NW 83rd Terrace,,Kansas City,MISSOURI,64152,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"6900 83rd Terrace
Kansas City, MO 64152
(39.245928834000495, -94.66072949899967)"
102130,Red Wok,Red Wok,9322,North Oak,,Kansas City,MISSOURI,64155,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"9322 Oak
Kansas City, MO 64155
(39.27609002000048, -94.57066660199968)"
102010,MAX'S RESTAURANT INC.,MAX'S RESTAURANT INC.,634 E. ,63RD. STREET,,KANSAS CITY,MISSOURI,64110,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"634 63RD STREET
KANSAS CITY, MO 64110
(39.013530725000464, -94.58065314999965)"
102017,CHINA FEAST,CHINA FEAST,6216,TROOST AVE.,,KANSAS CITY,MISSOURI,64110,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"6216 TROOST AVE
KANSAS CITY, MO 64110
(39.014232534000485, -94.57456606599965)"
101915,Arco Iris Grocery,Arco Iris Grocery,3721,St John,,Kansas City,MISSOURI,64123,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"3721 St
John Kansas City, MO 64123
(39.11344343000047, -94.52553937499965)"
102019,Hilltop Market,Hilltop Market,5805,E 17th Street,,Kansas City,MISSOURI,64126,Closed,Retail Grocery/Market Under 3000 sq. ft.,,,Operational,"5805 17th Street
Kansas City, MO 64126
(39.09029294800047, -94.51457098399965)"
1111,Naser Test Paul change,Naser Test,2400,Troost,,Kansas City,MISSOURI,64108,Open,Restaurant/Deli 0-5 Employees,Restaurant/Deli,,Operational,"2400 Troost
Kansas City, MO 64108
(39.083092922000446, -94.57071554999965)"
101789,Cancun Fiesta Fresh,Cancun Fiesta Fresh,4019,Pennsylvania,,Kansas City,MISSOURI,64111,Open,Restaurant/Deli 0-5 Employees,Restaurant/Deli,,Operational,"4019 Pennsylvania
Kansas City, MO 64111
(39.05449379000049, -94.5927050309997)"
102035,CVS Pharmacy #8590,CVS Pharmacy #8590,315,West 75th st ,,Kansas City ,MISSOURI,64114,Open,Retail Grocery/Market 3001-30000 sq. ft.,Retail Grocery/Market,,Operational,"315 75th st
Kansas City, MO 64114
(38.99229371600046, -94.59386364999966)"
102040,Rozzelle Court Restaurant (main kitchen),Rozzelle Court Restaurant (main kitchen),4525,Oak,,Kansas City,MISSOURI,64111,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"4525 Oak
Kansas City, MO 64111
(39.04513159600049, -94.58206059599968)"
519612,Minsky's Pizza Mobile Unit 519612,Minsky's Pizza Mobile Unit 519612,5105,Main St.,,Kansas City,MISSOURI,64112,Open,Mobile Unit/Pushcart,Mobile Unit/Pushcart,,Operational,"5105 Main St
Kansas City, MO 64112
(39.03467703600046, -94.58728490999965)"
102037,CVS Pharmacy,CVS Pharmacy,7003,Banister Rd,,Kansas City,MISSOURI,64134,Open,Retail Grocery/Market 3001-30000 sq. ft.,Retail Grocery/Market,,Operational,"7003 Banister Rd
Kansas City, MO 64134
(38.952312787000494, -94.50724185699966)"
102030,CVS Pharmacy,CVS Pharmacy,4750,Lees Summit Rd,,Kansas City,MISSOURI,64136,Open,Restaurant/Deli 10-20 Employees,Restaurant/Deli,,Operational,"4750 Lees Summit Rd
Kansas City, MO 64136
(39.03241914400047, -94.38806538299968)"
102025,CVS Pharmacy # 8553,CVS Pharmacy # 8553,10205,Stateline Road ,,Kansas City ,MISSOURI,64114,Open,Retail Grocery/Market Under 3000 sq. ft.,,,Operational,"10205 Stateline Road
Kansas City, MO 64114
(38.94300065600049, -94.60811816899968)"
